Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1265,72,3/27/2009,24-087,CLE,,MIN,W (+22),1,33:36:00,8,14,0.571,2,3,0.667,7,10,0.7,2,10,12,7,0,0,5,0,25,21.5,25
1266,73,3/29/2009,24-089,CLE,,DAL,W (+28),1,31:19:00,9,22,0.409,2,4,0.5,4,5,0.8,1,5,6,12,1,2,0,0,24,24.8,15
1267,74,3/31/2009,24-091,CLE,,DET,W (+6),1,40:36:00,9,24,0.375,0,2,0,7,8,0.875,1,11,12,3,3,1,1,0,25,20.2,10
1268,75,4/2/2009,24-093,CLE,@,WAS,L (-8),1,38:20:00,11,18,0.611,4,8,0.5,5,7,0.714,1,8,9,6,0,0,6,1,31,22.9,-13
1269,76,4/3/2009,24-094,CLE,@,ORL,L (-29),1,32:00:00,7,20,0.35,2,5,0.4,10,10,1,1,8,9,5,1,0,2,1,26,20,-26
1270,77,4/5/2009,24-096,CLE,,SAS,W (+20),1,36:43:00,14,21,0.667,2,5,0.4,8,8,1,0,7,7,6,1,0,2,1,38,33.8,7
1271,78,4/8/2009,24-099,CLE,,WAS,W (+12),1,30:51:00,7,15,0.467,0,2,0,7,8,0.875,0,6,6,7,3,0,2,1,21,20.2,25
1272,79,4/10/2009,24-101,CLE,@,PHI,W (+10),1,36:34:00,8,17,0.471,1,4,0.25,10,12,0.833,0,2,2,10,0,1,1,4,27,23.2,8
1273,80,4/12/2009,24-103,CLE,,BOS,W (+31),1,30:22:00,9,14,0.643,5,8,0.625,6,6,1,0,4,4,7,1,1,5,1,29,25.2,21
1274,81,4/13/2009,24-104,CLE,@,IND,W (+8),1,38:42:00,12,23,0.522,2,7,0.286,11,14,0.786,0,5,5,5,1,0,5,1,37,25.1,8
1275,,4/15/2009,24-106,CLE,,PHI,L (-1),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
